Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
EE-576,Integrated Memory Devices and Technologies,NA,3.0 units,Lecture,31228D,73,4:00-5:20pm,"Mon, Wed",40,25,0,Han Wang,ONLINE
EE-577a,VLSI System Design,P,3.0 units,Lecture,30654D,73,12:30-1:50pm,"Tue, Thu",57,39,0,Akhilesh Jaiswal,ONLINE
EE-577b,VLSI System Design,P,3.0 units,Lecture,30656D,48,3:30-4:50pm,"Mon, Wed",48,45,0,Shahin Nazarian,THH201 & ONLINE
EE-581,"Mathematical Foundations for System Design: Modeling, Analys",NA,4.0 units,Lecture,30485D,73,10:00-11:50am,"Mon, Wed",4,1,0,Pierluigi Nuzzo,ONLINE
EE-585,Linear System Theory,P,4.0 units,Lecture,30987D,48,9:00-10:50am,"Tue, Thu",30,20,0,Ketan Savla,OHE100B & ONLINE
EE-588,Optimization for the Information and Data Sciences,P,4.0 units,Lecture,30999D,48,3:30-5:20pm,"Mon, Wed",100,69,0,Mahdi Soltanolkotabi,THH101 & ONLINE
EE-590,Directed Research,NA,1.0-12.0 units,Lecture,30663D,48,TBA,TBA,200,93,0,NA,OFFICE & ONLINE
EE-593,Robust Multivariable Control,P,4.0 units,Lecture,31000D,48,5:00-6:50pm,"Tue, Thu",20,6,0,Edmond Jonckheere,VPD110 & ONLINE
EE-594a,Master's Thesis,C,2.0 units,Lecture,30665D,48,TBA,TBA,30,2,0,NA,OFFICE & ONLINE
EE-594b,Master's Thesis,PC,2.0 units,Lecture,30666R,48,TBA,TBA,30,1,0,NA,OFFICE & ONLINE
EE-594z,Master's Thesis,PC,0.0 units,Lecture,30667R,48,TBA,TBA,30,0,0,NA,OFFICE & ONLINE
EE-597,Wireless Networks,P,4.0 units,Lecture,30668D,48,10:00-11:50am,"Tue, Thu",30,19,0,Bhaskar Krishnamachari,ZHS159 & ONLINE
EE-598,Electrical Engineering Research Seminar,C,"1.0 units, max 2",Lecture,31176D,73,2:00-2:50pm,Wednesday,152,111,0,Pierluigi Nuzzo,ONLINE
EE-599,Special Topics,NA,"1.0-8.0 units, max 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EE-607,Microelectromechanical Systems,NA,3.0 units,Lecture,30881R,73,9:00-11:50am,Friday,20,5,0,Eun Kim,ONLINE
EE-648,Network Economics and Games,P,3.0 units,Lecture,30672D,73,2:00-3:20pm,"Mon, Wed",20,11,0,Ashutosh Nayyar,ONLINE
EE-653,Advanced Topics in Microarchitecture,P,3.0 units,Lecture,30544D,73,2:00-3:50pm,"Tue, Thu",38,30,0,Xuehai Qian,ONLINE
EE-658,Diagnosis and Design of Reliable Digital Systems,C,3.0 units,Lecture,30787D,73,5:30-8:20pm,Monday,100,68,0,Moe Tabar,ONLINE
EE-660,Machine Learning from Signals: Foundations and Methods,P,3.0 units,Lecture,30460D,73,2:00-3:20pm,"Tue, Thu",150,98,0,Keith Jenkins,ONLINE
EE-669,Multimedia Data Compression,NA,3.0 units,Lecture,31324D,48,8:00-9:20am,"Mon, Wed",50,20,0,Jay Kuo,OHE120 & ONLINE
EE-676,Advanced Computer Vision,NA,4.0 units,Lecture,30228D,73,2:00-3:50pm,"Tue, Thu",67,59,0,Ram Nevatia,ONLINE
EE-682,Law and Intellectual Property for Engineers,NA,3.0 units,Lecture,30515D,73,6:30-10:30pm,Wednesday,35,14,0,Bart Kosko,ONLINE
EE-690,Directed Research,NA,1.0-4.0 units,Lecture,30674D,48,TBA,TBA,100,42,0,NA,OFFICE & ONLINE
EE-790,Research,NA,1.0-12.0 units,Lecture,30675D,48,TBA,TBA,200,146,0,Edward Maby Richard Leahy Tony Levi,OFFICE & ONLINE
EE-794a,Doctoral Dissertation,C,2.0 units,Lecture,30676D,48,TBA,TBA,50,19,0,NA,OFFICE & ONLINE
EE-794b,Doctoral Dissertation,PC,2.0 units,Lecture,30677R,48,TBA,TBA,50,12,0,NA,OFFICE & ONLINE
EE-794c,Doctoral Dissertation,PC,2.0 units,Lecture,30678R,48,TBA,TBA,50,11,0,NA,OFFICE & ONLINE
EE-794d,Doctoral Dissertation,PC,2.0 units,Lecture,30679R,48,TBA,TBA,50,8,0,NA,OFFICE & ONLINE
EE-794z,Doctoral Dissertation,PC,0.0 units,Lecture,30513R,73,TBA,TBA,50,0,0,NA,ONLINE
ENE-215,Energy Systems and Environmental Tradeoffs,P,4.0 units,Lecture,31400R,60,12:00-1:50pm,"Tue, Thu",40,6,0,Kelly Sanders,ONLINE
ENE-505,Energy and the Environment,NA,4.0 units,Lecture,31414D,48,3:30-5:20pm,"Tue, Thu",40,26,0,Kelly Sanders,OHE136 & ONLINE
ENE-512,Environmental Fluid Mechanics,NA,4.0 units,Lecture,31416R,48,2:00-3:50pm,"Mon, Wed",20,9,0,Patrick Lynett,CPA150 & ONLINE
ENE-523,Physiochemical Processes in Environmental Engineering,P,4.0 units,Lecture,29736R,73,11:00-12:50pm,"Mon, Wed",30,20,0,Amy Childress,ONLINE
ENE-527,Climate Change and Atmospheric Aerosols,C,4.0 units,Lecture,31420R,73,3:30-6:10pm,Wednesday,25,9,0,George Ban-Weiss,ONLINE
ENE-562,Aquatic Chemistry,NA,4.0 units,Lecture,31422D,48,12:00-1:50pm,"Tue, Thu",27,26,0,Daniel McCurry,CPA156 & ONLINE
ENE-590,Directed Research,NA,1.0-12.0 units,Lecture,31434D,48,TBA,TBA,30,0,0,Amy Childress,OFFICE & ONLINE
ENE-790,Research,NA,1.0-12.0 units,Lecture,31439D,48,TBA,TBA,30,0,0,Amy Childress,OFFICE & ONLINE
ENE-794a,Doctoral Dissertation,C,2.0 units,Lecture,31440D,48,TBA,TBA,15,2,0,Amy Childress,OFFICE & ONLINE
ENE-794b,Doctoral Dissertation,PC,2.0 units,Lecture,31441R,48,TBA,TBA,15,2,0,Amy Childress,OFFICE & ONLINE
ENE-794c,Doctoral Dissertation,PC,2.0 units,Lecture,31442R,48,TBA,TBA,15,2,0,Amy Childress,OFFICE & ONLINE
ENE-794d,Doctoral Dissertation,PC,2.0 units,Lecture,31443R,48,TBA,TBA,15,0,0,Amy Childress,OFFICE & ONLINE
ENE-794z,Doctoral Dissertation,PC,0.0 units,Lecture,31444D,48,TBA,TBA,15,0,0,Amy Childress,OFFICE & ONLINE
ENGL-105x,Creative Writing for Non-Majors,NA,"4.0 units, max 8",Lecture,32600D,60,2:00-4:20pm,Monday,12,8,0,Susan Mccabe,ONLINE
ENGL-172g,The Art of Poetry,NA,4.0 units,Lecture,32606D,60,2:00-3:20pm,"Mon, Wed",126,125,0,Christopher Freeman Nicholas Bredie Piotr Florczyk Stephanie Horvath,ONLINE
ENGL-172g,The Art of Poetry,NA,4.0 units,Lecture,32606D,60,2:00-3:20pm,"Mon, Wed",126,125,0,Christopher Freeman Nicholas Bredie Piotr Florczyk Stephanie Horvath,ONLINE
ENGL-172g,The Art of Poetry,NA,4.0 units,Lecture,32606D,60,2:00-3:20pm,"Mon, Wed",126,125,0,Christopher Freeman Nicholas Bredie Piotr Florczyk Stephanie Horvath,ONLINE
ENGL-172g,The Art of Poetry,NA,4.0 units,Lecture,32606D,60,2:00-3:20pm,"Mon, Wed",126,125,0,Christopher Freeman Nicholas Bredie Piotr Florczyk Stephanie Horvath,ONLINE
ENGL-176g,"Los Angeles: the City, the Novel, the Movie",NA,4.0 units,Lecture,32620D,60,10:00-11:50am,"Mon, Wed",148,142,0,Thomas Gustafson Justin Bortnick Sylvia Lydon Julian Suhr,ONLINE
ENGL-176g,"Los Angeles: the City, the Novel, the Movie",NA,4.0 units,Lecture,32620D,60,10:00-11:50am,"Mon, Wed",148,142,0,Thomas Gustafson Justin Bortnick Sylvia Lydon Julian Suhr,ONLINE
ENGL-176g,"Los Angeles: the City, the Novel, the Movie",NA,4.0 units,Lecture,32620D,60,10:00-11:50am,"Mon, Wed",148,142,0,Thomas Gustafson Justin Bortnick Sylvia Lydon Julian Suhr,ONLINE
ENGL-176g,"Los Angeles: the City, the Novel, the Movie",NA,4.0 units,Lecture,32620D,60,10:00-11:50am,"Mon, Wed",148,142,0,Thomas Gustafson Justin Bortnick Sylvia Lydon Julian Suhr,ONLINE
ENGL-261g,English Literature to 1800,NA,4.0 units,Lecture,32635D,60,9:30-10:50am,"Tue, Thu",19,17,0,Rebecca Lemon,ONLINE
ENGL-261g,English Literature to 1800,NA,4.0 units,Lecture,32635D,60,9:30-10:50am,"Tue, Thu",19,17,0,Rebecca Lemon,ONLINE
ENGL-261g,English Literature to 1800,NA,4.0 units,Lecture,32635D,60,9:30-10:50am,"Tue, Thu",19,17,0,Rebecca Lemon,ONLINE
ENGL-262g,English Literature since 1800,NA,4.0 units,Lecture,32640D,1,12:30-1:50pm,"Tue, Thu",19,15,0,Hilary Schor,WPH202 & ONLINE
ENGL-262g,English Literature since 1800,NA,4.0 units,Lecture,32640D,1,12:30-1:50pm,"Tue, Thu",19,15,0,Hilary Schor,WPH202 & ONLINE
ENGL-262g,English Literature since 1800,NA,4.0 units,Lecture,32640D,1,12:30-1:50pm,"Tue, Thu",19,15,0,Hilary Schor,WPH202 & ONLINE
ENGL-263g,American Literature,NA,4.0 units,Lecture,32645D,60,4:30-5:50pm,"Tue, Thu",19,17,0,Elda Maria Roman,ONLINE
ENGL-263g,American Literature,NA,4.0 units,Lecture,32645D,60,4:30-5:50pm,"Tue, Thu",19,17,0,Elda Maria Roman,ONLINE
ENGL-263g,American Literature,NA,4.0 units,Lecture,32645D,60,4:30-5:50pm,"Tue, Thu",19,17,0,Elda Maria Roman,ONLINE
ENGL-270g,Studying Narrative,NA,4.0 units,Lecture,32650D,60,11:00-11:50am,MWF,19,18,0,Beatrice Sanford Russell,ONLINE
ENGL-270g,Studying Narrative,NA,4.0 units,Lecture,32650D,60,11:00-11:50am,MWF,19,18,0,Beatrice Sanford Russell,ONLINE
ENGL-270g,Studying Narrative,NA,4.0 units,Lecture,32650D,60,11:00-11:50am,MWF,19,18,0,Beatrice Sanford Russell,ONLINE
ENGL-290,Cultural Studies: Theories and Methods,NA,4.0 units,Lecture,32655D,1,10:00-10:50am,MWF,19,0,0,Sarah Kessler,NA
ENGL-298g,Introduction to the Genre of Fiction,NA,4.0 units,Lecture,32663D,60,10:00-11:50am,"Mon, Wed",126,121,0,Christopher Freeman Carrie Guss Allison Silverberg Diana Arterian,ONLINE
ENGL-298g,Introduction to the Genre of Fiction,NA,4.0 units,Lecture,32663D,60,10:00-11:50am,"Mon, Wed",126,121,0,Christopher Freeman Carrie Guss Allison Silverberg Diana Arterian,ONLINE
ENGL-298g,Introduction to the Genre of Fiction,NA,4.0 units,Lecture,32663D,60,10:00-11:50am,"Mon, Wed",126,121,0,Christopher Freeman Carrie Guss Allison Silverberg Diana Arterian,ONLINE
ENGL-300,Advanced Expository Writing,NA,2.0-4.0 units,Lecture,32677D,60,12:30-1:50pm,"Tue, Thu",12,11,0,M G Lord,ONLINE
ENGL-302,Writing Narrative,NA,4.0 units,Lecture,32680D,60,2:00-4:20pm,Monday,12,12,0,Susan Segal,ONLINE
ENGL-303,Introduction to Fiction Writing,NA,4.0 units,Lecture,32684D,60,2:00-4:20pm,Tuesday,13,13,0,Aimee Bender,ONLINE
ENGL-304,Introduction to Poetry Writing,NA,4.0 units,Lecture,32688D,60,4:30-6:50pm,Tuesday,12,11,0,Molly Bendall,ONLINE
ENGL-305,Introduction to Nonfiction Writing,NA,4.0 units,Lecture,32692D,60,2:00-4:20pm,Tuesday,12,10,0,David Ulin,ONLINE
ENGL-310,Editing for Writers,C,4.0 units,Lecture,32697D,60,4:30-6:50pm,Wednesday,19,16,0,Susan Segal,ONLINE
ENGL-343m,Images of Women in Contemporary Culture,NA,4.0 units,Lecture,32703D,1,12:00-12:50pm,MWF,19,0,0,Sarah Kessler,NA
ENGL-352g,Bookpacking,NA,"4.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENGL-352g,Bookpacking,NA,"4.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENGL-352g,Bookpacking,NA,"4.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENGL-360,Modern Poetry,NA,4.0 units,Lecture,32710D,60,4:30-6:50pm,Wednesday,19,9,0,Enrique Martinez Celaya,ONLINE
ENGL-361g,Contemporary Prose,NA,4.0 units,Lecture,32711D,1,4:30-5:50pm,"Mon, Wed",19,0,0,Susan Segal,NA
ENGL-361g,Contemporary Prose,NA,4.0 units,Lecture,32711D,1,4:30-5:50pm,"Mon, Wed",19,0,0,Susan Segal,NA
ENGL-361g,Contemporary Prose,NA,4.0 units,Lecture,32711D,1,4:30-5:50pm,"Mon, Wed",19,0,0,Susan Segal,NA
ENGL-362g,Contemporary Poetry,NA,4.0 units,Lecture,32712D,60,11:00-12:20pm,"Tue, Thu",19,18,0,Molly Bendall,ONLINE
ENGL-362g,Contemporary Poetry,NA,4.0 units,Lecture,32712D,60,11:00-12:20pm,"Tue, Thu",19,18,0,Molly Bendall,ONLINE
ENGL-362g,Contemporary Poetry,NA,4.0 units,Lecture,32712D,60,11:00-12:20pm,"Tue, Thu",19,18,0,Molly Bendall,ONLINE
ENGL-371g,Literary Genres and Film,NA,4.0 units,Lecture,32715D,60,4:30-6:50pm,"Mon, Wed",19,17,0,Rick Berg,ONLINE
ENGL-371g,Literary Genres and Film,NA,4.0 units,Lecture,32715D,60,4:30-6:50pm,"Mon, Wed",19,17,0,Rick Berg,ONLINE
ENGL-371g,Literary Genres and Film,NA,4.0 units,Lecture,32715D,60,4:30-6:50pm,"Mon, Wed",19,17,0,Rick Berg,ONLINE
ENGL-374m,"Literature, Nationality and Otherness",NA,4.0 units,Lecture,32718D,1,10:00-11:50am,"Mon, Wed",19,0,0,Viet Nguyen,NA
ENGL-392,Visual and Popular Culture,NA,4.0 units,Lecture,32725D,60,11:00-12:20pm,"Tue, Thu",19,11,0,Zakiyyah Iman Jackson,ONLINE
ENGL-402,Narrative Composition,PM,"4.0 units, max 8",Lecture,32727D,60,2:00-4:20pm,Monday,12,7,0,David Treuer,ONLINE
ENGL-405,Fiction Writing,P,"4.0 units, max 8",Lecture,32729D,60,6:00-8:20pm,Tuesday,12,10,0,Aimee Bender,ONLINE
ENGL-406,Poetry Writing,P,"4.0 units, max 8",Lecture,32731D,60,4:30-6:50pm,Monday,12,5,0,Mark Irwin,ONLINE
ENGL-407,Advanced Fiction Writing,P,"4.0 units, max 8",Lecture,32733D,60,2:00-4:20pm,Tuesday,12,9,0,Danzy Senna,ONLINE
ENGL-421,English Literature of the 16th Century,P,4.0 units,Lecture,32735D,60,12:30-1:50pm,"Tue, Thu",19,19,0,Rebecca Lemon,ONLINE
ENGL-425,English Literature of the Victorian Age (1832-1890),P,4.0 units,Lecture,32740D,1,1:00-1:50pm,MWF,19,0,0,Devin Griffiths,NA
ENGL-426,Modern English Literature (1890-1945),P,4.0 units,Lecture,32741D,60,12:30-1:50pm,"Tue, Thu",19,18,0,Anthony Kemp,ONLINE
ENGL-430,Shakespeare,NA,4.0 units,Lecture,32742D,60,10:00-10:50am,MWF,19,17,0,Thea Tomaini,ONLINE
ENGL-440,American Literature to 1865,NA,4.0 units,Lecture,32743D,60,1:00-1:50pm,MWF,19,15,0,Thomas Gustafson,ONLINE
ENGL-441,"American Literature, 1865 to 1920",NA,4.0 units,Lecture,32744D,60,12:00-12:50pm,MWF,19,17,0,Melissa Daniels-Rauterkus,ONLINE
ENGL-442,"American Literature, 1920 to the Present",NA,4.0 units,Lecture,32745D,1,11:00-12:20pm,"Tue, Thu",1,0,0,NA,NA
ENGL-461,English Drama to 1800,NA,4.0 units,Lecture,32750D,60,1:00-1:50pm,MWF,19,9,0,Heather James,ONLINE
ENGL-475,Politics and the Novel,NA,4.0 units,Lecture,22064D,60,8:30-9:50am,"Mon, Wed",19,15,0,Sarah Skillen,ONLINE
ENGL-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,32758D,60,TBA,TBA,25,2,0,Lawrence Green,ONLINE
ENGL-491,Senior Seminar in Literary Studies,NA,4.0 units,Lecture,32759D,60,2:00-4:20pm,Monday,13,13,0,Melissa Daniels-Rauterkus,ONLINE
ENGL-492,Narrative Studies Capstone Seminar,MC,4.0 units,Lecture,32763D,60,2:00-4:20pm,Thursday,12,9,0,David Roman,ONLINE
ENGL-501,History of Literary and Cultural Theory,NA,4.0 units,Lecture,32767D,1,2:00-4:20pm,Tuesday,12,0,0,Margaret Nelson,NA
ENGL-504,"Theories of Race, Class and Gender",NA,4.0 units,Lecture,32776D,60,4:30-6:50pm,Monday,17,16,0,Viet Nguyen,ONLINE
ENGL-535,Literatures and Cultures of the Romantic Period,NA,"4.0 units, max 12",Lecture,32782D,60,2:00-4:20pm,Thursday,12,4,0,Margaret Russett,ONLINE
ENGL-540,19th Century British Literatures and Cultures,NA,"4.0 units, max 12",Lecture,32784D,60,5:00-7:20pm,Wednesday,13,13,0,Kate Flint,ONLINE
ENGL-590,Directed Research,NA,1.0-12.0 units,Lecture,32790D,60,TBA,TBA,25,5,0,Margaret Russett,ONLINE
ENGL-593,Practicum in Teaching English and Narrative Studies,M,"2.0 units, max 8",Lecture,32793D,1,TBA,TBA,12,5,0,Christopher Freeman,OFFICE
ENGL-599,Special Topics,NA,"2.0-4.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENGL-600,Publication in Humanities Journals,NA,4.0 units,Lecture,32800D,1,4:30-6:50pm,Thursday,12,0,0,Susan Green,NA
ENGL-601,Introduction to Literary Editing and Publishing,NA,4.0 units,Lecture,32801D,60,4:30-6:50pm,Tuesday,12,9,0,Brighde Mullins,ONLINE
ENGL-603,The Editorial Experience: The Craft of Publication,NA,4.0 units,Lecture,32803D,60,6:00-8:20pm,Monday,12,10,0,Susan Segal,ONLINE
ENGL-604,The Nonfiction Experience: A Literary-Editorial Focus,NA,4.0 units,Lecture,32804D,60,6:00-8:20pm,Wednesday,12,11,0,M G Lord,ONLINE
ENGL-609a,Internship in Editing and Publishing: Eloquence and Ethics,NA,2.0 units,Lecture,32809D,60,4:30-5:50pm,Wednesday,12,10,0,David Ulin Aaron Winslow,ONLINE
ENGL-610,Theory and Criticism,NA,"4.0 units, max 12",Lecture,32810D,60,4:30-6:50pm,Thursday,12,10,0,Zakiyyah Iman Jackson,ONLINE
ENGL-620,Literature and Interdisciplinary Studies,NA,"4.0 units, max 12",Lecture,32812D,60,2:00-4:20pm,Monday,12,8,0,Bruce Smith,ONLINE
ENGL-640,Individual Writers,NA,"4.0 units, max 12",Lecture,32814D,1,2:00-4:20pm,Monday,12,0,0,Dana Johnson,NA
ENGL-650,Multicultural Literary Studies,NA,"4.0 units, max 12",Lecture,32815D,60,4:30-6:50pm,Wednesday,12,8,0,Elda Maria Roman,ONLINE
ENGL-660,Studies in Genre,NA,"4.0 units, max 12",Lecture,32816D,60,4:30-6:50pm,Tuesday,12,8,0,Joseph Boone,ONLINE
ENGL-694,Graduate Nonfiction Writing Workshop,MC,"4.0 units, max 16",Lecture,32824D,60,4:30-6:50pm,Monday,12,6,0,David Treuer,ONLINE
ENGL-696,Graduate Poetry Writing Workshop,MC,"4.0 units, max 16",Lecture,32826D,60,4:30-6:50pm,Thursday,12,9,0,David St. John,ONLINE
ENGL-697,Graduate Fiction Writing Workshop,MC,"4.0 units, max 16",Lecture,32827D,60,2:00-4:20pm,Wednesday,12,9,0,Danzy Senna,ONLINE
ENGL-790,Research,NA,1.0-12.0 units,Lecture,32808D,60,TBA,TBA,30,0,0,Margaret Russett,ONLINE
ENGL-794a,Doctoral Dissertation,C,2.0 units,Lecture,32895D,60,TBA,TBA,30,9,0,NA,ONLINE
ENGL-794b,Doctoral Dissertation,PC,2.0 units,Lecture,32896D,60,TBA,TBA,30,0,0,NA,ONLINE
ENGL-794c,Doctoral Dissertation,PC,2.0 units,Lecture,32897D,60,TBA,TBA,30,10,0,NA,ONLINE
ENGL-794d,Doctoral Dissertation,PC,2.0 units,Lecture,32898D,60,TBA,TBA,30,4,0,NA,ONLINE
ENGL-794z,Doctoral Dissertation,PC,0.0 units,Lecture,32899D,60,TBA,TBA,35,20,0,NA,ONLINE
ENGR-100a,Engineering Honors Colloquium,NA,1.0 unit,Lecture,28501D,60,1:00-1:50pm,Friday,93,49,0,Sandeep Gupta Alice Liu,ONLINE
ENGR-100b,Engineering Honors Colloquium,P,1.0 unit,Lecture,28502D,60,1:00-1:50pm,Friday,33,8,0,Sandeep Gupta Alice Liu,ONLINE
ENGR-100c,Engineering Honors Colloquium,P,1.0 unit,Lecture,28503D,60,1:00-1:50pm,Friday,45,3,0,Sandeep Gupta Alice Liu,ONLINE
ENGR-100d,Engineering Honors Colloquium,P,1.0 unit,Lecture,28504D,60,1:00-1:50pm,Friday,20,4,0,Sandeep Gupta Alice Liu,ONLINE
ENGR-102,Engineering Freshman Academy,C,2.0 units,Lecture,28507D,60,12:00-1:50pm,Monday,36,33,0,Erik Johnson Gisele Ragusa,ONLINE
ENGR-301,Technology Entrepreneurship,NA,3.0 units,Lecture,14641R,60,6:00-8:50pm,Tuesday,58,59,0,Anthony Borquez,ONLINE
ENGR-345,Principles and Practices of Global Innovation,NA,3.0 units,Lecture,28600D,1,8:00-10:00am,Thursday,25,1,0,Stephen Lu,RTH217 & ONLINE
ENGR-395ax,Cooperative Education Work Experience,NA,"1.0-2.0 units, max 5",Lecture,28521D,1,TBA,TBA,25,12,0,Candace Teixeira,TBA
ENGR-395bx,Cooperative Education Work Experience,P,"1.0-2.0 units, max 5",Lecture,28522D,1,TBA,TBA,30,2,0,Candace Teixeira,TBA
ENGR-395cx,Cooperative Education Work Experience,P,"1.0-2.0 units, max 5",Lecture,28523D,1,TBA,TBA,20,1,0,Candace Teixeira,TBA
ENGR-395dx,Cooperative Education Work Experience,P,"1.0-2.0 units, max 5",Lecture,28524D,1,5:00-9:00pm,MTuWTh,85,0,0,Candace Teixeira,NA
ENGR-400,Engineering Honors Projects,M,"1.0-3.0 units, max 12",Lecture,28525D,1,TBA,TBA,15,3,0,Sandeep Gupta,OFFICE & ONLINE
ENGR-410,Social Media for Scientists and Engineers,NA,2.0 units,Lecture,28528D,60,2:00-2:50pm,"Mon, Wed",25,0,0,Sarah Mojarad,NA
ENGR-499,Special Topics,NA,"2.0-4.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENGR-502x,Writing Skills for Engineering Ph.D. Students,NA,"2.0 units, max 4",Lecture,28572R,904,4:00-5:50pm,"Tue, Thu",15,11,0,Elizabeth Fife,ONLINE
ENGR-503x,Oral Communication Skills for Engineering Ph.D. Students,NA,"2.0 units, max 4",Lecture,28573D,903,12:00-1:50pm,"Tue, Thu",15,0,0,Elizabeth Fife,NA
ENGR-555,Invention and Technology Development,NA,3.0 units,Lecture,31555D,73,6:30-9:10pm,Thursday,30,19,0,Berok Khoshnevis,ONLINE
ENGR-596,Internship in Engineering,MC,"1.0 units, max 3",Lecture,28564D,73,TBA,TBA,500,10,0,Candace Teixeira,ONLINE
ENGR-597x,Internship in Engineering with Professional Writing and Communication,MC,0.5 units,Lecture,28620D,73,TBA,TBA,500,25,0,Candace Teixeira,ONLINE
ENGR-598,Professional Internship Experiences,PMC,0.0 units,Lecture,28622D,73,TBA,TBA,500,78,0,Candace Teixeira,ONLINE
ENST-100g,Introduction to Environmental Studies,NA,4.0 units,Lecture,33000R,60,8:30-9:50am,"Mon, Wed",40,40,0,Scott Applebaum,ONLINE
ENST-100g,Introduction to Environmental Studies,NA,4.0 units,Lecture,33000R,60,8:30-9:50am,"Mon, Wed",40,40,0,Scott Applebaum,ONLINE
ENST-100g,Introduction to Environmental Studies,NA,4.0 units,Lecture,33000R,60,8:30-9:50am,"Mon, Wed",40,40,0,Scott Applebaum,ONLINE
ENST-150xg,Environmental Issues in Society,NA,4.0 units,Lecture,33005R,60,2:00-3:20pm,"Mon, Wed",75,74,0,Douglas Becker,ONLINE
ENST-150xg,Environmental Issues in Society,NA,4.0 units,Lecture,33005R,60,2:00-3:20pm,"Mon, Wed",75,74,0,Douglas Becker,ONLINE
ENST-150xg,Environmental Issues in Society,NA,4.0 units,Lecture,33005R,60,2:00-3:20pm,"Mon, Wed",75,74,0,Douglas Becker,ONLINE
ENST-150xg,Environmental Issues in Society,NA,4.0 units,Lecture,33005R,60,2:00-3:20pm,"Mon, Wed",75,74,0,Douglas Becker,ONLINE
ENST-250g,"Climate Change: Science, History and Solutions",NA,4.0 units,Lecture,37030D,60,2:00-3:20pm,"Mon, Wed",49,46,0,Joshua Goldstein Victoria Petryshyn,ONLINE
ENST-270,Introduction to Environmental Law and Politics,P,4.0 units,Lecture,51946R,60,4:00-6:50pm,Wednesday,50,49,0,Darry Sragow,ONLINE
ENST-320a,Water and Soil Sustainability: Energy and Air Sustainability,NA,4.0 units,Lecture,33018R,60,9:30-10:50am,"Tue, Thu",40,33,0,Scott Applebaum David Ginsburg,ONLINE
ENST-320b,Water and Soil Sustainability: Energy and Air Sustainability,P,4.0 units,Lecture,33021R,60,9:30-10:50am,"Tue, Thu",40,24,0,Victoria Petryshyn,ONLINE
ENST-323,Politics of Global Environment,NA,4.0 units,Lecture,37813R,1,2:00-3:20pm,"Tue, Thu",51,50,0,Steven Lamy,ZHS159 & ONLINE
ENST-344,Environmental Ethics,P,4.0 units,Lecture,33024R,60,10:00-10:50am,MWF,30,29,0,Monalisa Chatterjee,ONLINE
ENST-387,Economics for Natural Resources and the Environment,NA,4.0 units,Lecture,33027R,60,11:00-11:50am,MWF,40,39,0,Monalisa Chatterjee,ONLINE
ENST-396,Directed Governmental and Political Leadership Internship,NA,"2.0-8.0 units, max 8",Lecture,52086D,60,TBA,TBA,40,30,0,Arthur Auerbach,ONLINE
ENST-413,Sustainable Aquaculture and Food Security,P,4.0 units,Lecture,33054R,60,2:00-3:20pm,"Mon, Wed",30,19,0,Scott Applebaum,ONLINE
ENST-422,Ecological Security and Global Politics,NA,4.0 units,Lecture,37927D,1,5:00-6:20pm,"Tue, Thu",19,9,0,Jonathan Markowitz,THH201
ENST-445,"Earth Climate: Past, Present, and Future",P,4.0 units,Lecture,33035R,60,12:30-1:50pm,"Tue, Thu",30,18,0,Victoria Petryshyn,ONLINE
ENST-490x,Directed Research,NA,"1.0-8.0 units, max 12",Lecture,33045D,1,TBA,TBA,10,1,0,Jill Sohm,OFFICE & ONLINE
ENST-492,Directed Environmental Policy and Science Internship,MC,"2.0-4.0 units, max 4",Lecture,33049D,60,3:30-6:20pm,Monday,15,11,0,Yael Wolinsky-Nahmias,ONLINE
ENST-495,Senior Seminar in Environmental Studies,NA,4.0 units,Lecture,33051D,60,8:00-5:50pm,Friday,18,11,0,Audra Bardsley,ONLINE
ENST-499,Special Topics,NA,"1.0-8.0 units, max 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENST-500,Interdisciplinary Approaches to Environmental Studies,NA,4.0 units,Lecture,33058D,60,3:30-6:20pm,Tuesday,12,11,0,David Ginsburg,ONLINE
ENST-540,California Coastal Zone Science and Policy,NA,4.0 units,Lecture,33075D,60,3:30-6:20pm,Thursday,14,12,0,Jill Sohm,ONLINE
ENST-590,Directed Research,NA,1.0-12.0 units,Lecture,33079D,1,TBA,TBA,10,1,0,Monalisa Chatterjee,OFFICE & ONLINE
FBE-206,The Power of Personal Finance,NA,2.0 units,Lecture,15300R,60,4:00-5:50pm,Wednesday,76,59,0,Rahsan Akbulut,ONLINE
FBE-391,Real Estate Finance and Investment,PC,4.0 units,Lecture,15305R,60,10:00-11:50am,"Mon, Wed",70,44,0,Selale Tuzel,ONLINE
