Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
CTAN-593,Directed Studies in Animation,MC,"2.0 units, max 4",Lecture,17982D,37,TBA,TBA,10,2,0,Teresa Cheng,OFFICE & ONLINE
CTCS-473,Film and Media Theory,P,4.0 units,Lecture,18230D,60,10:00-1:50pm,Friday,70,52,0,Priya Jaikumar,ONLINE
CTIN-452L,Themed Entertainment Design,P,4.0 units,Lecture-Lab,18356D,60,10:00-12:50pm,Wednesday,20,14,0,Joseph Garlington Laurence Gertz,ONLINE
CTIN-483,Introduction to Game Development,P,4.0 units,Lecture-Lab,18352D,60,10:00-11:50am,"Tue, Thu",22,20,0,Margaret Moser,ONLINE
CTIN-484L,Intermediate Game Development,P,2.0 units,Lecture-Lab,18357D,60,1:00-2:50pm,Wednesday,22,17,0,Margaret Moser,ONLINE
CTIN-485,Advanced Game Development,P,"2.0 units, max 6",Lecture-Lab,18399D,60,6:00-8:50pm,Tuesday,15,12,0,Sean Bouchard,ONLINE
CTIN-489,Intermediate Game Design Workshop,P,2.0 units,Lecture,18363D,60,1:00-2:50pm,Monday,22,17,0,Peter Brinson,ONLINE
CTIN-491L,Advanced Game Project I,P,"4.0 units, max 8",Lecture,18384D,854,2:00-5:20pm,Thursday,12,3,0,Tracy Fullerton,ONLINE
CTIN-594a,Master's Thesis,PM,2.0 units,Lecture-Lab,18378D,37,10:00-1:50pm,Thursday,16,14,0,Jane Pinckard Laird Malamed,OFFICE & ONLINE
CTPR-290,Cinematic Communication,M,4.0-6.0 units,Lecture-Lab,18471D,60,1:00-3:50pm,"Tue, Thu",18,12,0,Steven Albrezzi,ONLINE
CTPR-294,"Directing in Documentary, Fiction and New Media",M,4.0 units,Lecture,18461D,60,2:00-4:50pm,Wednesday,18,17,0,Bradford Barnes Juli Juteau Steven Albrezzi,ONLINE
CTPR-295L,Cinematic Arts Laboratory,M,4.0 units,Lecture-Lab,18480D,60,9:00-11:50am,Friday,18,18,0,Bruce Finn Sahand Nikoukar Dan Lupovitz John Rosenberg,"ONLINE, ONLINE"
CTPR-310,Intermediate Production,P,4.0-6.0 units,Lecture-Discussion,19047D,854,9:00-11:50am,"Tue, Thu",18,18,0,Scott Kroopf Charles Schner Doug Blush Todd Louiso Midge Costin,"ONLINE, ONLINE"
CTPR-421,Practicum in Editing,P,2.0 units,Lecture,18527D,60,7:00-10:00pm,Wednesday,16,7,0,Lauren Giordano,ONLINE
CTPR-424,Practicum in Cinematography,P,2.0 units,Lecture,18535D,60,9:00-12:50pm,Wednesday,13,13,0,Linda Brown,ONLINE
CTPR-427,Introduction to Color Grading,P,2.0 units,Lecture,18542D,60,9:00-11:50am,Wednesday,12,12,0,Andrew Balis,ONLINE
CTPR-438,Practicum in Producing,P,2.0 units,Lecture,18544D,60,4:00-6:50pm,Tuesday,18,18,0,Dan Lupovitz,ONLINE
CTPR-440,Practicum in Sound,P,"2.0 units, max 4",Lecture,18546D,60,1:00-3:50pm,Monday,16,8,0,Richard Burton,ONLINE
CTPR-441,Sound Design,P,2.0 units,Lecture-Discussion,18551D,60,1:00-4:50pm,Thursday,13,13,0,Stephen Flick,ONLINE
CTPR-450,The Production and Post-Production Assistant,PM,2.0 units,Lecture,18548D,60,9:00-11:50am,Tuesday,65,55,0,Mary Posatko,ONLINE
CTPR-465,Practicum in Production Design,P,2.0 units,Lecture,18563D,60,7:00-10:00pm,Tuesday,16,16,0,Michael Provart,ONLINE
CTPR-478,Practicum in Directing,PM,2.0 units,Lecture,18570D,60,7:00-10:00pm,Wednesday,15,13,0,Robert Townsend,ONLINE
CTPR-480,Advanced Production Workshop,PM,4.0 units,Lecture,19030D,854,9:00-11:50am,Tuesday,50,25,0,Brenda Goodman,ONLINE
CTPR-497,Music Video and Commercial Production,P,2.0 units,Lecture,19075D,854,7:00-10:00pm,Wednesday,24,12,0,Rolf Kestermann Paula Walker-Kestermann,ONLINE
CTPR-506,Visual Expression,P,2.0 units,Lecture,18600D,37,1:30-4:20pm,Monday,35,27,0,Bruce Block,ONLINE
CTPR-507,Production I,MC,4.0 units,Lecture,18603D,37,10:00-11:50am,"Tue, Thu",18,15,0,Gail Katz Laura James,ONLINE
CTPR-508,Production II,PC,6.0 units,Lecture-Lab,18881D,921,9:00-11:50am,"Tue, Thu",15,13,0,Michael Taylor Petra Haffter Paul Maibaum Pablo Frasconi Stephen Flick,"ONLINE, ONLINE"
CTPR-523,Introduction to Multiple-Camera Production,P,2.0 units,Lecture,18625D,37,1:00-4:50pm,Tuesday,12,7,0,Robert Schiller,ONLINE
CTPR-531,Planning the Documentary Production,P,2.0 units,Lecture-Discussion,18630D,37,9:00-11:50am,Thursday,16,14,0,Amanda Pope,ONLINE
CTPR-532,Intermediate Directing,P,2.0 units,Lecture,18633D,37,2:00-5:50pm,Thursday,15,15,0,Barnet Kellman,ONLINE
CTPR-533,Directing Techniques,P,2.0 units,Lecture,18638D,37,7:00-10:30pm,Tuesday,16,12,0,Michael Uno,ONLINE
CTPR-534,Intermediate Production Design,P,2.0 units,Lecture-Discussion,18641D,37,7:00-10:00pm,Thursday,12,5,0,Nathan Ogilvie,ONLINE
CTPR-535,Intermediate Editing,P,2.0 units,Lecture,18642D,37,7:00-10:00pm,Tuesday,12,7,0,Stephen Lovejoy,ONLINE
CTPR-537,Intermediate Cinematography,PM,2.0 units,Lecture-Lab,18646D,37,1:00-4:50pm,Thursday,14,7,0,Linda Brown,ONLINE
CTPR-538,Intermediate Producing,P,2.0 units,Lecture,18650D,37,7:00-10:00pm,Monday,18,18,0,Tim Marx,ONLINE
CTPR-546L,"Production III, Fiction",P,"6.0 units, max 12",Lecture,18941D,921,8:00-11:50am,Wednesday,50,25,0,John Watson,ONLINE
CTPR-547L,"Production III, Documentary",P,"6.0 units, max 12",Lecture,18950D,921,10:00-12:50pm,Monday,25,15,0,Mark Harris,"ONLINE, ONLINE"
CTPR-551,Directing in a Virtual World,PM,2.0 units,Lecture,18961D,921,1:00-4:50pm,Friday,10,10,0,Michael Fink Paul Kowalski,OFFICE & ONLINE
CTPR-552,Advanced Directing,PM,2.0 units,Lecture-Discussion,18970D,921,5:00-7:50pm,Thursday,12,7,0,Everett Lewis,ONLINE
CTPR-556,Advanced Professional Editing Tools and Software,P,2.0 units,Lecture,18685D,37,9:00-11:50am,Tuesday,18,9,0,Jeremy Deneau,ONLINE
CTPR-557,Advanced Cinematography,PM,2.0 units,Lecture,18980D,921,1:00-4:50pm,Monday,12,7,0,Christopher Chomyn,ONLINE
CTPR-558,Advanced Producing,P,2.0 units,Lecture,18687D,37,6:00-9:00pm,Tuesday,18,18,0,Tom Jacobson,ONLINE
CTPR-565,Making Media for Social Change,P,2.0 units,Lecture,18688D,37,3:00-5:50pm,Tuesday,17,11,0,Michael Taylor Jeremy Kagan,ONLINE
CTPR-566,The Pitch Class: Film and TV,MC,2.0 units,Lecture,19000D,921,6:30-9:30pm,Monday,26,24,0,Gail Katz Eric Freiser,ONLINE
CTPR-572,The World of Television: From Concept to Air and Everything in Between,P,2.0 units,Lecture,19015D,921,7:00-10:00pm,Thursday,25,19,0,Anthony Jonas,ONLINE
CTPR-573,Developing and Producing the Advanced Project,P,2.0 units,Lecture,18692D,37,1:00-3:50pm,Monday,16,13,0,Brenda Goodman Eric Freiser Trevor Munson,ONLINE
CTPR-581a,Individual Production Workshop,PM,4.0 units,Lecture,18696D,37,TBA,TBA,7,0,0,Tom Miller,OFFICE & ONLINE
CTPR-581b,Individual Production Workshop,PM,2.0 units,Lecture,18706D,37,TBA,TBA,5,0,0,Mark Harris,OFFICE & ONLINE
CTPR-581z,Individual Production Workshop,PM,0.0 units,Lecture,18719D,37,TBA,TBA,5,0,0,Robert Townsend,OFFICE & ONLINE
CTPR-582a,Advanced Production Seminar,PM,2.0 units,Lecture,18731D,37,TBA,TBA,5,0,0,Brenda Goodman,OFFICE & ONLINE
CTPR-585a,Advanced Producing Project,PM,2.0 units,Lecture,18762D,37,TBA,TBA,6,0,0,Brenda Goodman,OFFICE & ONLINE
CTWR-100g,"Story: Character, Conflict, and Catharsis",M,4.0 units,Lecture,19182D,60,10:00-11:20am,Thursday,27,27,0,Janet Batchler,ONLINE
CTWR-100g,"Story: Character, Conflict, and Catharsis",M,4.0 units,Lecture,19182D,60,10:00-11:20am,Thursday,27,27,0,Janet Batchler,ONLINE
CTWR-206a,Writing the Screenplay,M,4.0 units,Lecture,19157D,60,1:00-3:50pm,Friday,6,6,0,Paul Foley,ONLINE
CTWR-305,Advanced Screenwriting: The Relationship Screenplay,M,4.0 units,Lecture,19160D,60,4:00-6:50pm,Wednesday,6,4,0,Lindsay Stidham,ONLINE
CTWR-321,Introduction to Hour-Long Television Writing,P,2.0 units,Lecture,19163R,60,10:00-12:50pm,Friday,12,10,0,Lisa Seidman,ONLINE
CTWR-324,Introduction to Half-Hour Television Writing,P,2.0 units,Lecture,19296R,60,4:00-6:50pm,Wednesday,12,11,0,John Bowman,ONLINE
CTWR-413,Writing the Short Script I,M,2.0 units,Lecture,19177D,60,10:00-12:50pm,Monday,12,12,0,Donald Hewitt,ONLINE
CTWR-414,The Screenplay,PM,2.0 units,Lecture,19187D,60,1:00-3:50pm,Thursday,14,9,0,Anne Postman,ONLINE
CTWR-415a,Advanced Writing,P,2.0 units,Lecture,19193R,60,4:00-6:50pm,Monday,12,12,0,Alexa Alemanni,ONLINE
CTWR-415b,Advanced Writing,P,4.0 units,Lecture,19158R,60,1:00-3:50pm,Tuesday,10,8,0,Stephen Armour,ONLINE
CTWR-418a,Senior Thesis,PM,4.0 units,Lecture,19199D,60,1:00-3:50pm,Tuesday,7,7,0,Donald Bohlinger,ONLINE
CTWR-419a,Senior Thesis in Dramatic Television,PM,4.0 units,Lecture,19436D,60,7:00-10:00pm,Wednesday,5,5,0,Bret Vandenbos Brandon Willer,ONLINE
CTWR-421,Writing the Hour-Long Dramatic Series,P,"2.0 units, max 4",Lecture,19205R,60,7:00-10:00pm,Tuesday,10,10,0,Joe Peracchio,ONLINE
CTWR-434,Writing the Half-Hour Comedy Series,P,"2.0 units, max 6",Lecture,19409R,60,10:00-12:50pm,Thursday,10,8,0,Chris Marcil,ONLINE
CTWR-437,Writing the Original Situation Comedy Pilot,P,"4.0 units, max 8",Lecture,19213R,60,10:00-12:50pm,Monday,10,10,0,John Bowman,ONLINE
CTWR-439,Writing the Original Dramatic Series Pilot,P,"4.0 units, max 8",Lecture,19151R,60,7:00-10:00pm,Tuesday,10,6,0,Yasemin Alammar,ONLINE
CTWR-487,Staff Writing the Multi-Camera Television Series,P,"4.0 units, max 8",Lecture,19422D,60,10:00-1:50pm,Friday,10,8,7,F.J. Pratt,ONLINE
CTWR-489a,Straight to Series: Writing and Producing the Episodic Drama,P,2.0-4.0 units,Lecture,19425D,854,1:00-4:50pm,Monday,6,6,0,Anthony Jonas,ONLINE
CTWR-502,Graduate Writing Symposium,MC,1.0 unit,Lecture,19386D,37,2:00-3:50pm,Thursday,31,31,0,Thomas Abrams,ONLINE
CTWR-513,Writing the Short Script,M,2.0 units,Lecture,19224D,37,10:00-12:50pm,Tuesday,7,7,0,Mark Shepherd,ONLINE
CTWR-514a,Basic Dramatic Screenwriting,M,2.0 units,Lecture,19230D,37,10:00-12:50pm,Friday,7,7,0,Mark Shepherd,"ONLINE, ONLINE"
CTWR-515a,Practicum in Screenwriting,P,4.0 units,Lecture,19237D,37,1:00-3:50pm,Wednesday,7,7,0,Mary Sweeney,ONLINE
CTWR-519a,Thesis in Television Drama,PMC,4.0 units,Lecture,19245D,37,1:00-3:50pm,Tuesday,5,5,0,David Balkan,ONLINE
CTWR-520,Advanced Scene Writing Workshop,P,2.0 units,Lecture,19365R,37,10:00-12:50pm,Wednesday,12,11,0,Theodore Braun,ONLINE
CTWR-523,Introduction to the Screenplay,P,4.0 units,Lecture,19239R,37,1:00-3:50pm,Monday,10,9,0,Robert Ramsey,ONLINE
CTWR-526,Advanced Storytelling for Interactive Media,P,2.0 units,Lecture,19354R,37,1:00-3:50pm,Wednesday,10,9,0,Maureen Yeager,ONLINE
CTWR-529,Intermediate Screenwriting,P,2.0 units,Lecture,19254R,37,7:00-10:00pm,Wednesday,12,9,0,Rick Parks,ONLINE
CTWR-533b,Writing the Feature Script,P,4.0 units,Lecture,19263R,37,10:00-12:50pm,Monday,8,7,0,Mark Shepherd,ONLINE
CTWR-534,Advanced Half-Hour Television Comedy,MC,"2.0 units, max 4",Lecture,19253D,37,10:00-12:50pm,Wednesday,8,8,0,F.J. Pratt,ONLINE
CTWR-549,Advanced Rewriting Workshop in Hour-Long Drama,P,"4.0 units, max 8",Lecture,19355R,37,7:00-10:00pm,Tuesday,8,8,0,Kate Powers,ONLINE
CTWR-553,Advanced Rewriting Workshop,P,"4.0 units, max 8",Lecture,19266D,37,10:00-12:50pm,Tuesday,8,8,13,Jack Epps,ONLINE
CTWR-555,Pitching for Film and Television,P,2.0 units,Lecture,19271D,37,7:00-10:00pm,Tuesday,12,11,18,Trey Callaway,ONLINE
CTWR-559,The Business of Writing for Screen and Television,P,2.0 units,Lecture,19322D,37,7:00-10:00pm,Thursday,28,28,0,Kristen Davis Benjamin Hurwitz,ONLINE
CTWR-585,Advanced Genre Writing,P,"2.0-4.0 units, max 8",Lecture,19358D,37,10:00-12:50pm,Thursday,9,9,0,John Watson,ONLINE
CXPT-594b,Master's Thesis,P,2.0 units,Lecture,49166D,5,TBA,TBA,20,0,0,Paul Beringer,OFFICE & ONLINE
CXPT-594z,Master's Thesis,P,0.0 units,Lecture,49167D,5,TBA,TBA,20,0,0,Paul Beringer,OFFICE & ONLINE
CXPT-596,Internship for Curricular Practical Training,C,"1.0-3.0 units, max 3",Lecture,49159D,5,TBA,TBA,20,0,0,Stan Louie,OFFICE
CXPT-794b,Doctoral Dissertation,P,2.0 units,Lecture,49195D,1,TBA,TBA,25,0,0,Paul Beringer,OFFICE & ONLINE
CXPT-794c,Doctoral Dissertation,P,2.0 units,Lecture,49196D,5,TBA,TBA,25,4,0,Paul Beringer,OFFICE & ONLINE
CXPT-794d,Doctoral Dissertation,P,2.0 units,Lecture,49197D,5,TBA,TBA,25,1,0,Paul Beringer,OFFICE & ONLINE
CXPT-794z,Doctoral Dissertation,P,0.0 units,Lecture,49198D,5,TBA,TBA,25,1,0,Paul Beringer,OFFICE & ONLINE
DANC-101,Colloquium: What is the Medium of Dance Today?,M,"1.0 units, max 2",Lecture,22352D,60,5:00-5:50pm,Wednesday,27,26,0,Bruce McCormick,ONLINE
DANC-110,Dance Technique I,M,"3.0 units, max 12",Lecture,22359D,60,8:00-10:30am,MTuWThF,26,13,0,Jodie Gates Jermaine Spivey d. Sabela Grimes Gillian Finley Patrick Corbin Bruce McCormick Bret Easterling Randi Fleckenstine Jackie Kopcsak,ONLINE
DANC-120L,Repertory and Performance I,M,"2.0 units, max 4",Lecture-Lab,22361D,60,2:00-4:50pm,"Tue, Thu",26,25,0,Patrick Corbin Jennifer Lott Thomas McManus Bruce McCormick,"ONLINE, ONLINE"
DANC-130,Improvisation and Composition I: Introduction,M,"2.0 units, max 4",Lecture,22365D,60,2:00-3:50pm,Saturday,26,13,0,Thomas McManus,ONLINE
DANC-200L,Dance Technique for Musical Theatre,M,"2.0-3.0 units, max 16",Lecture-Lab,22456D,60,8:00-9:00am,MTuWTh,14,13,0,Kathryn Dunn Saleemah Knight Sarah Anindo Marshall,"ONLINE, ONLINE"
DANC-201,Colloquium: History of Performance and Cultural Context,PM,"1.0 units, max 2",Lecture,22457D,60,5:00-5:50pm,Wednesday,25,25,0,Bruce McCormick,ONLINE
DANC-210,Dance Technique II,PM,"3.0 units, max 12",Lecture,22466D,60,8:00-10:30am,MTuWThF,25,13,0,Jodie Gates Gillian Finley Jennifer Lott Randi Fleckenstine E. Moncell Durden Thomas McManus Bret Easterling Jackie Kopcsak Bruce McCormick Fiona Eddy,ONLINE
DANC-220L,Repertory and Performance II,PM,"2.0 units, max 4",Lecture-Lab,22471D,60,2:00-4:50pm,"Tue, Thu",25,10,0,Bruce McCormick Jennifer Lott Thomas McManus Patrick Corbin,"ONLINE, ONLINE"
DANC-230,Improvisation and Composition III: Intermediate,PM,"2.0 units, max 4",Lecture,22477D,60,5:00-6:50pm,Friday,25,13,0,Jermaine Spivey,ONLINE
DANC-301,Colloquium: The Role of the Dance Artist in Society,PM,"1.0 units, max 2",Lecture,22488D,60,5:00-5:50pm,Wednesday,23,23,0,Bruce McCormick,ONLINE
DANC-310,Dance Technique III,PM,"3.0 units, max 12",Lecture,22500D,60,11:00-1:30pm,MTuWThF,23,11,0,Amy O'Neal Tiffany Bong Bret Easterling Bruce McCormick Gillian Finley Jermaine Spivey Fiona Eddy Jackie Kopcsak,ONLINE
DANC-320L,Repertory and Performance III,PM,"2.0 units, max 4",Lecture-Lab,22509D,60,2:00-4:50pm,MWF,23,9,0,Thomas McManus Jennifer Lott Patrick Corbin Bruce McCormick,ONLINE
DANC-345,Artist in Residence,M,"1.0-4.0 units, max 8",Lecture,22518D,1,TBA,TBA,1,0,0,Jodie Gates,OFFICE
DANC-350,Advanced Composition,PM,"2.0 units, max 8",Lecture,22519D,60,8:00-9:10am,"Mon, Wed",16,16,0,Patrick Corbin,ONLINE
DANC-410,Dance Technique IV,PM,"3.0 units, max 12",Lecture,22539D,60,11:00-1:30pm,MTuWThF,22,7,0,Jodie Gates Zippora Karz Amy O'Neal E. Moncell Durden Kathryn Dunn Bret Easterling Gillian Finley Saleemah Knight Bruce McCormick Jackie Kopcsak d. Sabela Grimes,ONLINE
DANC-420L,Repertory and Performance IV,PM,"2.0 units, max 4",Lecture-Lab,22547D,60,2:00-4:50pm,MWF,22,14,0,Jennifer Lott Patrick Corbin Bruce McCormick Thomas McManus,ONLINE
DANC-480,Advanced Performance Studies: Senior Seminar,M,"1.0 units, max 2",Lecture,22565D,60,5:00-6:20pm,Wednesday,22,20,0,Jodie Gates,ONLINE
DANC-495,Dance Internship,M,"1.0-18.0 units, max 36",Lecture,22575D,1,TBA,TBA,10,2,0,Thomas McManus Jackie Kopcsak,TBA
DES-202,Design II,P,4.0 units,Lecture,33436D,60,12:00-2:40pm,"Mon, Wed",20,19,0,Osvaldo Trujillo,ONLINE
DES-213,Digital Tools in 3D Design,P,2.0 units,Lecture,33466D,60,9:00-11:40am,Wednesday,15,15,0,Domenic Piturro,ONLINE
DES-230,3D Design: Materials and Tools,P,4.0 units,Lecture,33446D,60,9:00-11:40am,"Mon, Wed",20,15,0,Alexis Zoto,ONLINE
DES-302,Design III,P,4.0 units,Lecture,33447D,60,9:00-11:40am,"Tue, Thu",20,19,0,Eric Junker,ONLINE
DES-303,Web Design,P,2.0 units,Lecture,33450D,60,3:00-5:40pm,Thursday,18,18,0,Eugene Ahn,ONLINE
DES-313,Graphic Design in Fashion,P,4.0 units,Lecture,33469D,1,3:00-5:40pm,"Tue, Thu",20,10,0,Helene Reiner,WAH102B & ONLINE
DES-322,Publication Design,P,4.0 units,Lecture,33468D,60,6:00-8:40pm,"Mon, Wed",20,20,0,Jason Ellenburg,ONLINE
DES-332b,Typography,P,2.0 units,Lecture,33460D,60,12:00-2:40pm,Friday,21,21,0,Andrew Kutchera,ONLINE
DES-402,Advanced Design Projects,P,"4.0 units, max 12",Lecture,33461D,60,12:00-2:40pm,"Tue, Thu",25,25,0,Jason Ellenburg,ONLINE
DES-413,Professional Practice in Design,PMC,4.0 units,Lecture,33465D,60,3:00-5:40pm,"Tue, Thu",20,13,0,Peter Robbins,ONLINE
DES-494a,Senior Thesis,MC,2.0 units,Lecture,33326D,60,6:00-8:40pm,Tuesday,20,16,0,Brian O'Connell,ONLINE
DES-494b,Senior Thesis,PMC,2.0 units,Lecture,33325D,60,TBA,Wednesday,20,0,0,Jason Ellenburg,ONLINE
DES-550,Advancement,MC,2.0 units,Lecture,33604D,1,TBA,Tuesday,40,0,0,Ewa Wojciak,OFFICE & ONLINE
DES-590,Directed Research,MC,"1.0-12.0 units, max 12",Lecture,33606D,1,TBA,Tuesday,40,5,0,Ewa Wojciak,OFFICE & ONLINE
DES-594a,Master's Thesis,MC,2.0 units,Lecture,33324D,1,TBA,Thursday,40,14,0,Brian O'Connell,OFFICE & ONLINE
DES-594b,Master's Thesis,PMC,2.0 units,Lecture,33323D,1,TBA,Thursday,40,2,0,Brian O'Connell,OFFICE & ONLINE
DHYG-410b,Clinic: Dental Hygiene,P,2.0-7.0 units,Lecture,23010D,43,TBA,TBA,60,22,0,Lupe Arevalo Michaela Nguyen,OFFICE
DPBL-501a,Dental Problem Based Learning--Human Structure I,M,3.0 units,Lecture,23160D,6,TBA,TBA,150,144,0,Mahvash Navazesh Yang Chai,OFFICE
DPBL-502a,Dental Problem Based Learning -- Human Function I,M,8.0 units,Lecture,23161D,6,TBA,TBA,150,144,0,Mahvash Navazesh Ilan Rotstein,OFFICE
DPBL-503a,Dental Problem Based Learning -- Human Behavior I,M,2.0 units,Lecture,23162D,6,TBA,TBA,150,144,0,Mahvash Navazesh Piedad Suarez,OFFICE
DPBL-504a,Dental Problem Based Learning -- Human Clinical Dentistry I,M,4.0 units,Lecture,23163D,6,TBA,TBA,150,144,0,Mahvash Navazesh Michael Mulvehill Casey Chen Sillas Duarte,OFFICE
DPBL-511a,Dental Problem Based Learning -- Human Structure II,P,2.0 units,Lecture,23164D,39,TBA,TBA,150,143,0,Mahvash Navazesh Yang Chai,OFFICE
DPBL-512a,Dental Problem Based Learning -- Human Function II,P,5.0 units,Lecture,23165D,39,TBA,TBA,150,143,0,Mahvash Navazesh Ilan Rotstein,OFFICE
DPBL-513a,Dental Problem Based Learning -- Human Behavior II,P,3.0 units,Lecture,23166D,39,TBA,TBA,150,143,0,Mahvash Navazesh Piedad Suarez,OFFICE
DPBL-514a,Dental Problem Based Learning -- Human Clinical Dentistry II,P,7.0 units,Lecture,23167D,39,TBA,TBA,150,145,0,Mahvash Navazesh Michael Mulvehill Casey Chen Sillas Duarte,OFFICE
DPBL-521a,Dental Problem Based Learning -- Human Structure III,P,1.0 unit,Lecture,23154D,8,TBA,TBA,40,34,0,Mahvash Navazesh Yang Chai,OFFICE
DPBL-522a,Dental Problem Based Learning -- Human Function III,P,1.0 unit,Lecture,23155D,8,TBA,TBA,40,34,0,Ilan Rotstein Mahvash Navazesh,OFFICE
DPBL-523a,Dental Problem Based Learning -- Human Behavior III,P,1.0 unit,Lecture,23156D,8,TBA,TBA,40,34,0,Piedad Suarez Mahvash Navazesh,OFFICE
DPBL-524a,Dental Problem Based Learning -- Human Clinical Dentistry III,P,14.0 units,Lecture,23157D,8,TBA,TBA,40,34,0,Michael Mulvehill Mahvash Navazesh Casey Chen Sillas Duarte,OFFICE
DPBL-531a,Dental Problem Based Learning -- Human Structure IV,P,1.0 unit,Lecture,23150D,42,TBA,TBA,40,35,0,Yang Chai Mahvash Navazesh,OFFICE
DPBL-531b,Dental Problem Based Learning -- Human Structure IV,P,1.0 unit,Lecture,23200D,41,TBA,TBA,1,1,0,Mahvash Navazesh Yang Chai,OFFICE
DPBL-532a,Dental Problem Based Learning -- Human Function IV,P,1.0 unit,Lecture,23151D,42,TBA,TBA,40,35,0,Ilan Rotstein Mahvash Navazesh,OFFICE
DPBL-532b,Dental Problem Based Learning -- Human Function IV,P,1.0 unit,Lecture,23201D,41,TBA,TBA,1,1,0,Mahvash Navazesh Ilan Rotstein,OFFICE
DPBL-533a,Dental Problem Based Learning -- Human Behavior IV,P,1.0 unit,Lecture,23152D,42,TBA,TBA,40,35,0,Piedad Suarez Mahvash Navazesh,OFFICE
DPBL-533b,Dental Problem Based Learning -- Human Behavior IV,P,1.0 unit,Lecture,23202D,41,TBA,TBA,1,1,0,Mahvash Navazesh Piedad Suarez,OFFICE
DPBL-534a,Dental Problem Based Learning -- Human Clinical Dentistry IV,P,13.0 units,Lecture,23153D,42,TBA,TBA,40,35,0,Michael Mulvehill Casey Chen Sillas Duarte Mahvash Navazesh,OFFICE
DPBL-534b,Dental Problem Based Learning -- Human Clinical Dentistry IV,P,13.0 units,Lecture,23203D,41,TBA,TBA,1,1,0,Mahvash Navazesh Casey Chen Sillas Duarte Michael Mulvehill,OFFICE
DSCI-523,Computer Systems Assurance,P,4.0 units,Lecture,32429D,34,1:00-4:20pm,Friday,15,10,0,Clifford Neuman,DEN@Viterbi
DSCI-558,Building Knowledge Graphs,P,4.0 units,Lecture,32424D,73,3:30-5:30pm,"Mon, Wed",40,31,0,Mohammad Rostami Filip Ilievski,ONLINE
DSO-424,Business Forecasting,P,4.0 units,Lecture,16219R,60,2:00-3:50pm,"Tue, Thu",40,28,0,Robertas Gabrys,ONLINE
DSO-505,Sustainable Supply Chains,MC,1.5 units,Lecture,16296R,175,6:30-9:30pm,Wednesday,40,35,0,Greys Sosic,ONLINE
DSO-506,Sourcing and Supplier Management,MC,1.5 units,Lecture,16297R,277,6:30-9:30pm,Wednesday,44,44,0,Greys Sosic,ONLINE
DSO-510,Business Analytics,MC,1.5-3.0 units,Lecture,16301R,71,6:30-9:30pm,Wednesday,60,56,0,Mohammed Alyakoob,ONLINE
DSO-522,Applied Time Series Analysis for Forecasting,MC,1.5-3.0 units,Lecture,16240R,71,9:30-10:50am,"Mon, Wed",19,18,0,Inga Maslova,ONLINE
DSO-528,"Data Warehousing, Business Intelligence, and Data Mining",MC,1.5-3.0 units,Lecture,16227R,71,11:00-1:50pm,Friday,40,23,0,Arif Ansari,ONLINE
DSO-531,Digital Foundations for Business Innovation,MC,1.5 units,Lecture,16268R,415,3:30-6:20pm,Wednesday,45,44,0,Vivek Sharma,ONLINE
DSO-545,Statistical Computing and Data Visualization,MC,3.0 units,Lecture,16234D,71,11:00-1:50pm,Tuesday,65,65,0,Abbass Sharif,ONLINE
DSO-547,Designing Spreadsheet-Based Business Models,MC,3.0 units,Lecture,16190D,71,6:30-9:30pm,Monday,5,1,0,Philip Rogers,ONLINE
DSO-549,Application of Lean Six Sigma,MC,3.0 units,Lecture,16187D,71,2:00-4:50pm,Monday,72,73,0,Nick Vyas,ONLINE
DSO-552,SQL Databases for Business Analysts,MC,1.5 units,Lecture,16269D,415,3:30-6:20pm,Monday,64,62,0,Yu Chen,ONLINE
DSO-556,Business Models for Digital Platforms,MC,3.0 units,Lecture,16185R,71,3:30-6:20pm,Thursday,35,30,0,Omar El Sawy,ONLINE
DSO-557b,Global Supply Chain Management in International Settings,PM,1.5 units,Lecture,16289D,372,8:00-9:20pm,Monday,32,33,0,Nick Vyas,ONLINE
DSO-566,Marketing Analytics,MC,3.0 units,Lecture,16546R,71,2:00-3:20pm,"Mon, Wed",30,24,0,Kalinda Ukanwa,ONLINE
DSO-570,"The Analytics Edge: Data, Models, and Effective Decisions",MC,3.0 units,Lecture,16285R,71,12:30-1:50pm,"Mon, Wed",45,15,0,Hiroshi Ochiumi,ONLINE
DSO-572,Strategies for Digital Analytics,MC,1.5 units,Lecture,16313R,411,6:30-9:30pm,Thursday,30,14,0,Umi Hsu,ONLINE
DSO-573,Data Analytics Driven Dynamic Strategy and Execution,MC,3.0 units,Lecture,16303R,71,6:30-9:30pm,Tuesday,28,11,0,Saeed Mohasseb,ONLINE
DSO-580,Project Management,MC,3.0 units,Lecture,16286R,71,12:30-1:50pm,"Tue, Thu",50,49,0,Murat Bayiz,ONLINE
DSO-581,Supply Chain Management,MC,3.0 units,Lecture,16288R,71,6:30-9:30pm,Thursday,55,27,0,Bala Subramanian,ONLINE
DSO-588,Supply Chain Finance,MC,3.0 units,Lecture,16327R,372,6:30-9:30pm,Thursday,40,25,0,Christopher Gopal,ONLINE
